timestamp [ns],gaze x [px],gaze y [px],worn,azimuth [deg],elevation [deg]
2025-05-07 08:36:30.120,924.5675,1182.4817,255.0,8.609634,-36.396843
2025-05-07 08:36:30.130,972.33203,1171.4647,255.0,12.091057,-35.56859
2025-05-07 08:36:30.140,908.75977,1129.5708,255.0,7.199282,-32.99615
2025-05-07 08:36:30.150,912.00104,1142.2899,255.0,7.501603,-33.82684
2025-05-07 08:36:30.160,926.0348,1136.2913,255.0,8.49922,-33.4144
2025-05-07 08:36:30.170,909.5304,1153.2761,255.0,7.354679,-34.53596
2025-05-07 08:36:30.180,916.64026,1157.8518,255.0,7.903737,-34.818207
2025-05-07 08:36:30.190,914.43665,1118.1989,255.0,7.5910106,-32.27077
2025-05-07 08:36:30.200,914.7383,1143.9177,255.0,7.7155895,-33.924706
2025-05-07 08:36:30.210,909.90125,1144.2646,255.0,7.35542,-33.955177
2025-05-07 08:36:30.220,885.03094,1136.3281,255.0,5.509309,-33.475464
2025-05-07 08:36:30.230,874.19653,1126.7827,255.0,4.702223,-32.879623
2025-05-07 08:36:30.240,868.62573,1137.3864,255.0,4.329568,-33.56955
2025-05-07 08:36:30.250,921.2471,1133.1956,255.0,8.138317,-33.224052
2025-05-07 08:36:30.260,905.155,1120.7821,255.0,6.9271774,-32.452454
2025-05-07 08:36:30.270,941.57117,1116.1284,255.0,9.531494,-32.087547
2025-05-07 08:36:30.280,983.30457,1118.2845,255.0,12.542238,-32.127052
2025-05-07 08:36:30.290,961.64246,1113.0648,255.0,10.957327,-31.8475
2025-05-07 08:36:30.300,924.2479,1140.9,255.0,8.38963,-33.714684
2025-05-07 08:36:30.310,949.06396,1126.7078,255.0,10.122944,-32.750732
2025-05-07 08:36:30.320,917.23816,1117.3706,255.0,7.784875,-32.213528
2025-05-07 08:36:30.330,932.3937,1143.7014,255.0,9.007967,-33.87552
2025-05-07 08:36:30.340,905.67303,1155.1973,255.0,7.0792036,-34.660385
2025-05-07 08:36:30.350,852.0045,1144.8765,255.0,3.1256137,-34.06781
2025-05-07 08:36:30.360,934.8176,1129.744,255.0,9.103378,-32.973763
2025-05-07 08:36:30.370,936.25793,1121.9413,255.0,9.175707,-32.47162
2025-05-07 08:36:30.380,930.8688,1130.3206,255.0,8.828787,-33.014904
2025-05-07 08:36:30.390,954.48425,1130.5625,255.0,10.53513,-32.985947
2025-05-07 08:36:30.400,911.19763,1133.5317,255.0,7.3974667,-33.25811
2025-05-07 08:36:30.410,906.15234,1098.6025,255.0,6.9171505,-31.028612
2025-05-07 08:36:30.420,916.0,1077.5995,255.0,7.55812,-29.662964
2025-05-07 08:36:30.430,857.66907,1003.79626,255.0,3.357311,-24.998215
2025-05-07 08:36:30.440,748.29297,750.82526,255.0,-3.97294,-8.731426
2025-05-07 08:36:30.450,834.9548,701.5626,255.0,1.687685,-5.58148
2025-05-07 08:36:30.460,823.8058,680.6117,255.0,0.9650476,-4.227921
2025-05-07 08:36:30.470,846.2434,703.85913,255.0,2.4195123,-5.728657
2025-05-07 08:36:30.480,822.91016,668.3949,255.0,0.9059973,-3.4392424
2025-05-07 08:36:30.490,819.65216,695.4345,255.0,0.6977243,-5.18536
2025-05-07 08:36:30.500,885.5044,765.94763,255.0,5.0141273,-9.704131
2025-05-07 08:36:30.510,918.3834,941.6328,255.0,7.3836393,-20.961334
2025-05-07 08:36:30.520,863.546,1046.3218,255.0,3.8014507,-27.718603
2025-05-07 08:36:30.530,903.3812,1071.573,255.0,6.6924276,-29.269112
2025-05-07 08:36:30.540,984.387,1129.6812,255.0,12.69116,-32.85208
2025-05-07 08:36:30.550,979.06494,1107.3839,255.0,12.167732,-31.4426
2025-05-07 08:36:30.560,990.03357,1154.7793,255.0,13.2684,-34.437958
2025-05-07 08:36:30.570,923.8462,1154.3269,255.0,8.418143,-34.580215
2025-05-07 08:36:30.580,1018.55115,1147.0908,255.0,15.296221,-33.86343
2025-05-07 08:36:30.590,934.0206,1167.3079,255.0,9.232695,-35.397156
2025-05-07 08:36:30.600,1013.2737,1127.6013,255.0,14.766302,-32.635445
2025-05-07 08:36:30.610,938.74744,1170.0299,255.0,9.610575,-35.55515
2025-05-07 08:36:30.620,905.53296,1166.2505,255.0,7.1218376,-35.383736
2025-05-07 08:36:30.630,965.44226,1149.4436,255.0,11.441663,-34.171265
2025-05-07 08:36:30.640,909.5912,1148.3306,255.0,7.3427773,-34.218044
2025-05-07 08:36:30.650,955.88696,1133.6414,255.0,10.660593,-33.173775
2025-05-07 08:36:30.660,921.76715,1147.8076,255.0,8.239138,-34.1634
2025-05-07 08:36:30.670,945.06323,1147.9985,255.0,9.943081,-34.128304
2025-05-07 08:36:30.680,952.89343,1135.3494,255.0,10.440367,-33.296257
2025-05-07 08:36:30.690,922.27954,1145.479,255.0,8.266628,-34.011086
2025-05-07 08:36:30.700,955.63306,1148.1239,255.0,10.716823,-34.110832
2025-05-07 08:36:30.710,967.72327,1136.0052,255.0,11.525868,-33.30307
2025-05-07 08:36:30.720,940.43005,1159.0109,255.0,9.656548,-34.847694
2025-05-07 08:36:30.730,920.4077,1156.4885,255.0,8.181392,-34.725464
2025-05-07 08:36:30.740,914.7107,1153.634,255.0,7.7467527,-34.55287
2025-05-07 08:36:30.750,923.8843,1157.4934,255.0,8.437319,-34.784645
2025-05-07 08:36:30.760,902.0393,1155.1824,255.0,6.8209543,-34.674515
2025-05-07 08:36:30.770,924.79346,1169.9258,255.0,8.565897,-35.58364
2025-05-07 08:36:30.780,929.2533,1175.474,255.0,8.921883,-35.934605
2025-05-07 08:36:30.790,914.4313,1178.7338,255.0,7.8337173,-36.174263
2025-05-07 08:36:30.800,911.7047,1151.0547,255.0,7.51553,-34.39199
2025-05-07 08:36:30.810,900.6432,1164.5547,255.0,6.751809,-35.28013
2025-05-07 08:36:30.820,902.87946,1156.6555,255.0,6.888396,-34.7679
2025-05-07 08:36:30.830,908.36414,1158.9946,255.0,7.302387,-34.910095
2025-05-07 08:36:30.840,905.13306,1151.2914,255.0,7.026038,-34.41558
2025-05-07 08:36:30.850,912.5221,1159.6885,255.0,7.6109133,-34.947704
2025-05-07 08:36:30.860,946.0469,1156.3987,255.0,10.058252,-34.666527
2025-05-07 08:36:30.870,906.8079,1147.5651,255.0,7.1422534,-34.175663
2025-05-07 08:36:30.880,930.11597,1160.7986,255.0,8.913857,-34.98445
2025-05-07 08:36:30.890,919.0574,1166.7888,255.0,8.1231365,-35.391163
2025-05-07 08:36:30.900,938.72375,1112.9685,255.0,9.290085,-31.881657
2025-05-07 08:36:30.910,988.6135,1154.4368,255.0,13.160999,-34.42859
2025-05-07 08:36:30.920,968.4358,1114.9231,255.0,11.416384,-31.954657
2025-05-07 08:36:30.930,821.89026,966.4167,255.0,0.98073983,-22.579962
2025-05-07 08:36:30.940,808.8999,746.2432,255.0,-0.0034663677,-8.45381
2025-05-07 08:36:30.950,852.9928,718.42053,255.0,2.8600836,-6.6671314
2025-05-07 08:36:30.960,830.7602,713.2276,255.0,1.417954,-6.33458
2025-05-07 08:36:30.970,825.30194,650.34174,255.0,1.0602058,-2.2721543
2025-05-07 08:36:30.980,797.8552,665.18604,255.0,-0.71523005,-3.2318406
2025-05-07 08:36:30.990,804.8462,673.3142,255.0,-0.2626993,-3.7573655
2025-05-07 08:36:31.000,841.74817,686.8431,255.0,2.1269038,-4.6272273
2025-05-07 08:36:31.010,873.4346,702.7737,255.0,4.1804204,-5.654225
2025-05-07 08:36:31.020,873.7024,850.2909,255.0,4.2830644,-15.146589
2025-05-07 08:36:31.030,836.3229,1027.6473,255.0,1.9094989,-26.513538
2025-05-07 08:36:31.040,857.18463,1092.4514,255.0,3.4272385,-30.682976
2025-05-07 08:36:31.050,910.97437,1102.3767,255.0,7.301325,-31.245975
2025-05-07 08:36:31.060,955.2007,1140.116,255.0,10.629116,-33.589447
2025-05-07 08:36:31.070,924.33264,1142.3193,255.0,8.350196,-33.79058
2025-05-07 08:36:31.080,966.3767,1172.5552,255.0,11.673182,-35.653336
2025-05-07 08:36:31.090,1011.57935,1195.0667,255.0,15.0724125,-36.913918
2025-05-07 08:36:31.100,954.4353,1181.9302,255.0,10.836863,-36.29235
2025-05-07 08:36:31.110,970.91516,1185.874,255.0,12.100048,-36.502357
2025-05-07 08:36:31.120,987.20374,1183.1384,255.0,13.283467,-36.274475
2025-05-07 08:36:31.130,989.0708,1171.6172,255.0,13.329288,-35.53055
2025-05-07 08:36:31.140,976.0912,1156.9805,255.0,12.273269,-34.6268
2025-05-07 08:36:31.150,964.18005,1157.7617,255.0,11.400473,-34.71002
2025-05-07 08:36:31.160,945.8267,1168.2666,255.0,10.110968,-35.432175
2025-05-07 08:36:31.170,957.91907,1165.0153,255.0,10.97637,-35.183792
2025-05-07 08:36:31.180,963.55164,1153.1499,255.0,11.336351,-34.41001
2025-05-07 08:36:31.190,991.33057,1159.5992,255.0,13.404915,-34.748676
2025-05-07 08:36:31.200,965.1267,1161.2283,255.0,11.481239,-34.927086
2025-05-07 08:36:31.210,941.59033,1165.5292,255.0,9.756272,-35.256863
2025-05-07 08:36:31.220,943.39984,1158.8098,255.0,9.873851,-34.825474
2025-05-07 08:36:31.230,936.744,1192.1472,255.0,9.574455,-36.99598
2025-05-07 08:36:31.240,916.2284,1193.0269,255.0,8.031151,-37.097015
2025-05-07 08:36:31.250,934.83386,1197.2954,255.0,9.458759,-37.333557
2025-05-07 08:36:31.260,918.9613,1173.6326,255.0,8.179544,-35.832054
2025-05-07 08:36:31.270,903.33813,1193.8567,255.0,7.071472,-37.171356
2025-05-07 08:36:31.280,929.7589,1190.4241,255.0,9.03578,-36.899223
2025-05-07 08:36:31.290,915.4957,1185.438,255.0,7.95272,-36.60198
2025-05-07 08:36:31.300,906.5111,1177.9708,255.0,7.2424383,-36.140167
2025-05-07 08:36:31.310,926.1915,1173.0782,255.0,8.685036,-35.787186
2025-05-07 08:36:31.320,934.70593,1168.0703,255.0,9.290863,-35.444153
2025-05-07 08:36:31.330,954.99976,1156.3147,255.0,10.710672,-34.641018
2025-05-07 08:36:31.340,947.4326,1155.7334,255.0,10.151692,-34.620358
2025-05-07 08:36:31.350,981.2154,1168.282,255.0,12.718784,-35.331688
2025-05-07 08:36:31.360,957.06757,1161.5519,255.0,10.885252,-34.971066
2025-05-07 08:36:31.370,971.6102,1178.4525,255.0,12.097596,-36.014885
2025-05-07 08:36:31.380,968.4098,1166.017,255.0,11.748437,-35.22859
2025-05-07 08:36:31.390,1006.91437,1177.1196,255.0,14.716721,-35.815247
2025-05-07 08:36:31.400,960.6719,1183.1775,255.0,11.314249,-36.353535
2025-05-07 08:36:31.410,950.0371,1181.5693,255.0,10.501747,-36.28057
2025-05-07 08:36:31.420,964.3949,1173.8519,255.0,11.524967,-35.73726
2025-05-07 08:36:31.430,939.10486,1167.6003,255.0,9.610363,-35.404694
2025-05-07 08:36:31.440,984.03845,1161.8098,255.0,12.887323,-34.915215
2025-05-07 08:36:31.450,973.3356,1192.1975,255.0,12.326393,-36.899162
2025-05-07 08:36:31.460,960.4896,1177.8251,255.0,11.256096,-36.012066
2025-05-07 08:36:31.470,959.9924,1166.3711,255.0,11.144744,-35.274963
2025-05-07 08:36:31.480,959.182,1178.5248,255.0,11.181849,-36.05748
2025-05-07 08:36:31.490,953.1499,1159.887,255.0,10.596533,-34.87423
2025-05-07 08:36:31.500,956.99146,1156.7075,255.0,10.860222,-34.65873
2025-05-07 08:36:31.510,953.926,1160.5078,255.0,10.663909,-34.912704
2025-05-07 08:36:31.520,969.33496,1164.2058,255.0,11.822029,-35.11125
2025-05-07 08:36:31.530,963.9364,1170.9492,255.0,11.470093,-35.560085
2025-05-07 08:36:31.540,949.23157,1170.1792,255.0,10.388591,-35.537766
2025-05-07 08:36:31.550,934.5541,1155.8298,255.0,9.211794,-34.65543
2025-05-07 08:36:31.560,959.20807,1167.6642,255.0,11.096509,-35.36017
2025-05-07 08:36:31.570,942.92456,1152.8314,255.0,9.812122,-34.444183
2025-05-07 08:36:31.580,946.4746,1169.97,255.0,10.169212,-35.540607
2025-05-07 08:36:31.590,937.6996,1176.2253,255.0,9.554106,-35.963333
2025-05-07 08:36:31.600,936.4712,1175.4026,255.0,9.453289,-35.910927
2025-05-07 08:36:31.610,914.2621,1173.8511,255.0,7.793758,-35.857826
2025-05-07 08:36:31.620,927.7125,1182.0226,255.0,8.845264,-36.361763
2025-05-07 08:36:31.630,926.8601,1176.8477,255.0,8.75413,-36.02726
2025-05-07 08:36:31.640,918.12317,1163.0999,255.0,8.035045,-35.157906
2025-05-07 08:36:31.650,928.3999,1152.0531,255.0,8.74338,-34.424545
2025-05-07 08:36:31.660,940.37195,1171.7263,255.0,9.726603,-35.66791
2025-05-07 08:36:31.670,898.60547,1181.008,255.0,6.669778,-36.34729
2025-05-07 08:36:31.680,936.7628,1184.541,255.0,9.533045,-36.50125
2025-05-07 08:36:31.690,930.57544,1162.3738,255.0,8.953161,-35.08597
2025-05-07 08:36:31.700,945.09045,1178.6649,255.0,10.116995,-36.1046
2025-05-07 08:36:31.710,935.6592,1193.4462,255.0,9.501121,-37.078255
2025-05-07 08:36:31.720,930.4229,1159.6978,255.0,8.928562,-34.913788
2025-05-07 08:36:31.730,912.58887,1167.8132,255.0,7.6517,-35.47144
2025-05-07 08:36:31.740,925.52625,1182.3298,255.0,8.6835575,-36.385883
2025-05-07 08:36:31.750,929.1157,1159.8555,255.0,8.832629,-34.92604
2025-05-07 08:36:31.760,924.35535,1161.1953,255.0,8.48917,-35.02259
2025-05-07 08:36:31.770,941.04944,1163.1837,255.0,9.729778,-35.115456
2025-05-07 08:36:31.780,939.71124,1170.2969,255.0,9.669802,-35.57724
2025-05-07 08:36:31.790,923.08923,1155.5264,255.0,8.376376,-34.659725
2025-05-07 08:36:31.800,945.1837,1170.5778,255.0,10.076222,-35.581375
2025-05-07 08:36:31.810,956.4377,1180.9294,255.0,10.975502,-36.222687
2025-05-07 08:36:31.820,965.7573,1178.0181,255.0,11.650554,-36.01068
2025-05-07 08:36:31.830,956.3179,1171.7013,255.0,10.907925,-35.627716
2025-05-07 08:36:31.840,975.53406,1178.7671,255.0,12.381155,-36.030434
2025-05-07 08:36:31.850,965.53394,1165.3574,255.0,11.554522,-35.19366
2025-05-07 08:36:31.860,908.7208,1165.0957,255.0,7.3529444,-35.303555
2025-05-07 08:36:31.870,948.3415,1184.1119,255.0,10.393574,-36.448853
2025-05-07 08:36:31.880,959.0851,1188.416,255.0,11.222445,-36.698715
2025-05-07 08:36:31.890,902.3159,1185.5142,255.0,6.961267,-36.635582
2025-05-07 08:36:31.900,926.4557,1164.9346,255.0,8.662035,-35.25981
2025-05-07 08:36:31.910,951.568,1185.152,255.0,10.642162,-36.503597
2025-05-07 08:36:31.920,972.0128,1177.8491,255.0,12.113146,-35.981773
2025-05-07 08:36:31.930,957.10754,1189.8667,255.0,11.084023,-36.79766
2025-05-07 08:36:31.940,941.10474,1193.897,255.0,9.908275,-37.098328
2025-05-07 08:36:31.950,911.4787,1164.6522,255.0,7.5515423,-35.26815
2025-05-07 08:36:31.960,1022.2059,1125.2756,255.0,15.344696,-32.441402
2025-05-07 08:36:31.970,1004.2127,1074.9624,255.0,13.819234,-29.300854
2025-05-07 08:36:31.980,924.9583,930.94745,255.0,7.924129,-20.234394
2025-05-07 08:36:31.990,822.86816,806.92175,255.0,0.8948196,-12.371012
2025-05-07 08:36:32.000,875.5553,760.329,255.0,4.338191,-9.363833
2025-05-07 08:36:32.010,809.6788,714.88306,255.0,0.05186498,-6.4408474
2025-05-07 08:36:32.020,780.7912,698.33154,255.0,-1.8220963,-5.3732586
2025-05-07 08:36:32.030,888.6001,769.098,255.0,5.198419,-9.920996
2025-05-07 08:36:32.040,933.9552,846.5606,255.0,8.241545,-14.8661995
2025-05-07 08:36:32.050,914.6798,993.88904,255.0,7.182165,-24.300064
2025-05-07 08:36:32.060,872.5675,1100.9043,255.0,4.532971,-31.215189
2025-05-07 08:36:32.070,978.5976,1106.6382,255.0,12.142597,-31.393211
2025-05-07 08:36:32.080,917.3802,1167.1387,255.0,8.011654,-35.413136
2025-05-07 08:36:32.090,980.3327,1140.2572,255.0,12.434708,-33.48264
2025-05-07 08:36:32.100,1021.73376,1150.1794,255.0,15.55891,-34.04931
2025-05-07 08:36:32.110,977.133,1182.2932,255.0,12.524774,-36.25152
2025-05-07 08:36:32.120,974.68616,1180.1907,255.0,12.313967,-36.1216
2025-05-07 08:36:32.130,955.0763,1165.1943,255.0,10.777447,-35.2055
2025-05-07 08:36:32.140,994.5652,1172.2825,255.0,13.748747,-35.554855
2025-05-07 08:36:32.150,913.6249,1157.5359,255.0,7.679335,-34.80403
2025-05-07 08:36:32.160,926.07916,1172.2086,255.0,8.6728,-35.730507
2025-05-07 08:36:32.170,949.91284,1195.1909,255.0,10.58097,-37.159447
2025-05-07 08:36:32.180,984.29224,1184.449,255.0,13.067466,-36.37082
2025-05-07 08:36:32.190,972.6066,1154.3928,255.0,12.026911,-34.460632
2025-05-07 08:36:32.200,1064.916,1077.4257,255.0,18.031326,-29.277878
2025-05-07 08:36:32.210,861.28564,935.98474,255.0,3.5662603,-20.617464
2025-05-07 08:36:32.220,782.0539,764.6669,255.0,-1.7620144,-9.648338
2025-05-07 08:36:32.230,791.5598,685.0857,255.0,-1.1230776,-4.51791
2025-05-07 08:36:32.240,795.64154,689.70166,255.0,-0.8595519,-4.8160515
2025-05-07 08:36:32.250,776.92,695.6892,255.0,-2.072795,-5.201957
2025-05-07 08:36:32.260,803.4387,691.2505,255.0,-0.35330856,-4.9154577
2025-05-07 08:36:32.270,818.89624,752.71326,255.0,0.6494212,-8.883623
2025-05-07 08:36:32.280,904.6327,803.63153,255.0,6.2922707,-12.119942
2025-05-07 08:36:32.290,862.0087,983.0033,255.0,3.6145496,-23.663885
2025-05-07 08:36:32.300,896.2617,1042.9856,255.0,6.053914,-27.457226
2025-05-07 08:36:32.310,901.23566,1066.5737,255.0,6.4842634,-28.977606
2025-05-07 08:36:32.320,864.0464,1092.6465,255.0,3.9210815,-30.676943
2025-05-07 08:36:32.330,967.2644,1122.2903,255.0,11.424341,-32.4237
2025-05-07 08:36:32.340,867.88245,1125.9893,255.0,4.2336893,-32.834274
2025-05-07 08:36:32.350,899.81757,1141.0193,255.0,6.6087065,-33.761383
2025-05-07 08:36:32.360,884.5666,1157.6531,255.0,5.548439,-34.85823
2025-05-07 08:36:32.370,892.8563,1142.2319,255.0,6.103614,-33.85122
2025-05-07 08:36:32.380,954.589,1123.6428,255.0,10.494131,-32.527878
2025-05-07 08:36:32.390,979.84753,1106.7446,255.0,12.225355,-31.396149
2025-05-07 08:36:32.400,939.5548,1112.2844,255.0,9.369308,-31.845114
2025-05-07 08:36:32.410,927.8732,1104.565,255.0,8.50687,-31.369886
2025-05-07 08:36:32.420,991.2189,1123.3027,255.0,13.15967,-32.42586
2025-05-07 08:36:32.430,939.8026,1148.0095,255.0,9.557279,-34.13614
2025-05-07 08:36:32.440,937.39685,1144.4213,255.0,9.362068,-33.916077
2025-05-07 08:36:32.450,910.74243,1120.1848,255.0,7.329373,-32.404114
2025-05-07 08:36:32.460,947.53516,1087.841,255.0,9.828013,-30.262087
2025-05-07 08:36:32.470,958.1052,1090.0186,255.0,10.587257,-30.376482
2025-05-07 08:36:32.480,986.1467,1096.8652,255.0,12.618552,-30.75008
2025-05-07 08:36:32.490,983.00635,1097.6553,255.0,12.399371,-30.808666
2025-05-07 08:36:32.500,990.48816,1113.3159,255.0,13.037737,-31.787457
2025-05-07 08:36:32.510,1014.1602,1107.9473,255.0,14.692856,-31.374748
2025-05-07 08:36:32.520,982.4398,1088.5742,255.0,12.312963,-30.230337
2025-05-07 08:36:32.530,955.0945,1097.3827,255.0,10.405106,-30.85854
2025-05-07 08:36:32.540,960.4341,1095.1267,255.0,10.779268,-30.701214
2025-05-07 08:36:32.550,967.11206,1082.8251,255.0,11.186015,-29.899582
2025-05-07 08:36:32.560,964.7068,1085.8347,255.0,11.033575,-30.097412
2025-05-07 08:36:32.570,982.01953,1073.8833,255.0,12.199509,-29.293514
2025-05-07 08:36:32.580,955.8905,1095.1794,255.0,10.457381,-30.714565
2025-05-07 08:36:32.590,986.21545,1118.1311,255.0,12.762747,-32.099304
2025-05-07 08:36:32.600,1004.7572,1128.4214,255.0,14.156086,-32.71373
2025-05-07 08:36:32.610,974.1201,1118.118,255.0,11.881024,-32.138645
2025-05-07 08:36:32.620,964.1925,1139.6641,255.0,11.287464,-33.545807
2025-05-07 08:36:32.630,967.058,1143.6743,255.0,11.520865,-33.797157
2025-05-07 08:36:32.640,970.3563,1150.8508,255.0,11.808706,-34.247776
2025-05-07 08:36:32.650,988.94147,1132.6674,255.0,13.042591,-33.031868
2025-05-07 08:36:32.660,955.0709,1139.8474,255.0,10.628648,-33.580788
2025-05-07 08:36:32.670,945.7976,1151.6924,255.0,10.01289,-34.362995
2025-05-07 08:36:32.680,972.20044,1146.4071,255.0,11.916733,-33.959064
2025-05-07 08:36:32.690,968.8854,1134.088,255.0,11.598409,-33.177174
2025-05-07 08:36:32.700,961.76,1156.881,255.0,11.216734,-34.659477
2025-05-07 08:36:32.710,955.8627,1167.3481,255.0,10.847118,-35.348476
2025-05-07 08:36:32.720,977.2156,1139.9607,255.0,12.2400875,-33.53234
2025-05-07 08:36:32.730,952.64514,1164.4445,255.0,10.589234,-35.164127
2025-05-07 08:36:32.740,947.8369,1150.1105,255.0,10.1580925,-34.257812
2025-05-07 08:36:32.750,929.51794,1149.5585,255.0,8.814983,-34.26088
2025-05-07 08:36:32.760,982.3428,1165.5859,255.0,12.790898,-35.162746
2025-05-07 08:36:32.770,967.17126,1156.8188,255.0,11.616983,-34.640244
2025-05-07 08:36:32.780,921.0362,1146.8085,255.0,8.180794,-34.10115
2025-05-07 08:36:32.790,956.56696,1145.5012,255.0,10.769342,-33.940727
2025-05-07 08:36:32.800,929.9792,1146.3071,255.0,8.831219,-34.052044
2025-05-07 08:36:32.810,973.41425,1149.8806,255.0,12.011908,-34.170204
2025-05-07 08:36:32.820,1013.978,1085.7413,255.0,14.523373,-29.96398
2025-05-07 08:36:32.830,958.1212,1045.1361,255.0,10.392898,-27.512058
2025-05-07 08:36:32.840,969.9066,1039.5791,255.0,11.18959,-27.13264
2025-05-07 08:36:32.850,989.86096,1033.2075,255.0,12.548187,-26.679962
2025-05-07 08:36:32.860,941.8447,1040.749,255.0,9.246456,-27.261951
2025-05-07 08:36:32.870,971.62317,1001.8956,255.0,11.15614,-24.727898
2025-05-07 08:36:32.880,983.87256,996.68555,255.0,11.973806,-24.371344
2025-05-07 08:36:32.890,1017.9109,977.718,255.0,14.2111435,-23.091522
2025-05-07 08:36:32.900,1011.43634,1001.1522,255.0,13.876187,-24.591463
2025-05-07 08:36:32.910,992.0482,1032.7324,255.0,12.693285,-26.647224
2025-05-07 08:36:32.920,956.32623,985.90717,255.0,10.057985,-23.736702
2025-05-07 08:36:32.930,1008.8833,972.7013,255.0,13.577534,-22.793297
2025-05-07 08:36:32.940,998.251,974.5776,255.0,12.860846,-22.934093
2025-05-07 08:36:32.950,973.7816,930.3493,255.0,11.063776,-20.166824
2025-05-07 08:36:32.960,966.18054,936.9834,255.0,10.573242,-20.601837
2025-05-07 08:36:32.970,960.0647,930.4253,255.0,10.145102,-20.193237
2025-05-07 08:36:32.980,929.8146,923.7588,255.0,8.102623,-19.808712
2025-05-07 08:36:32.990,926.7114,910.7871,255.0,7.8695183,-18.982883
2025-05-07 08:36:33.000,942.0997,918.1454,255.0,8.912816,-19.43469
2025-05-07 08:36:33.010,945.82635,919.57623,255.0,9.16489,-19.521206
2025-05-07 08:36:33.020,944.6681,925.8019,255.0,9.102415,-19.91988
2025-05-07 08:36:33.030,954.3265,928.1717,255.0,9.754691,-20.05798
2025-05-07 08:36:33.040,983.82654,970.8703,255.0,11.871742,-22.72585
2025-05-07 08:36:33.050,1021.373,1044.4669,255.0,14.803563,-27.31593
2025-05-07 08:36:33.060,984.58954,1047.0295,255.0,12.247103,-27.573849
2025-05-07 08:36:33.070,975.40515,1097.9648,255.0,11.870199,-30.845573
2025-05-07 08:36:33.080,970.36975,1135.7133,255.0,11.71572,-33.277313
2025-05-07 08:36:33.090,968.6184,1125.7312,255.0,11.527562,-32.64235
2025-05-07 08:36:33.100,974.3477,1135.5769,255.0,12.004705,-33.258575
2025-05-07 08:36:33.110,988.7655,1134.3541,255.0,13.044619,-33.13839
2025-05-07 08:36:33.120,998.4784,1119.172,255.0,13.641024,-32.14128
2025-05-07 08:36:33.130,973.6814,1133.8206,255.0,11.944156,-33.14743
2025-05-07 08:36:33.140,964.3364,1131.2854,255.0,11.25308,-33.008636
2025-05-07 08:36:33.150,970.9919,1115.503,255.0,11.637754,-31.98056
2025-05-07 08:36:33.160,976.7137,1125.5254,255.0,12.112315,-32.609337
2025-05-07 08:36:33.170,975.02075,1123.7174,255.0,11.991865,-32.496063
2025-05-07 08:36:33.180,948.7958,1126.3036,255.0,10.115534,-32.72502
2025-05-07 08:36:33.190,973.6565,1108.8053,255.0,11.800148,-31.543728
2025-05-07 08:36:33.200,963.07556,1096.5046,255.0,10.975547,-30.783272
2025-05-07 08:36:33.210,977.3568,1089.9779,255.0,11.949039,-30.334211
2025-05-07 08:36:33.220,985.6909,1095.3796,255.0,12.577854,-30.656353
2025-05-07 08:36:33.230,977.9999,1097.2961,255.0,12.041456,-30.79823
2025-05-07 08:36:33.240,975.83545,1110.9233,255.0,11.962622,-31.675915
2025-05-07 08:36:33.250,971.18335,1108.7588,255.0,11.619827,-31.54868
